School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,CHEM 3021,ORGANIC CHEM STRAT FOR SYN,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Alabama,Univ. of North Alabama,CH 312L,ORGANIC CHEM LAB,CHEM 2240,ORGANIC CHEMISTRY LAB II,1.0
California,Diablo Valley Coll,CHEM 227,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
California,Irvine Valley Coll,CHEM 12B,ORGANIC CHEMISTRY,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
California,Los Angeles City Col,CHEM 212,ORG CHEM FOR SCI MAJ,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
California,Marymount College Ca,SCI 251,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
California,San Jose City Coll,CHEM 012B,ORGANIC CHEMISTRY,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Florida,Daytona State College,"CHM 2211
AND CHM 2211L","ORGANIC CHEMISTRY II
AND ORGANIC CHEMISTRY II LAB","CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Idaho,Coll Southern Idaho,"CHEM 299L
AND CHEM 299","ORGANIC CHEMISTRY 2 LAB
AND ORGANIC CHEMISTRY2","CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","0.0
AND 4.0"
Illinois,Coll Lake County,CHM 223,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Indiana,Earlham College,CHEM 321,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Indiana,Univ Of Notre Dame,"CHEM 236L
AND CHEM 236","ORG CHEM LAB II
AND ORGANIC CHEM II","CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
MALAYSIA,INTI International University,CHM 212,"ORGANIC CHEMISTRY II, LAB","CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Maine,Colby College,CH 242,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Maine,University Maine,CHY 254,ORGANIC CHEMISTRY LAB II,CHEM 2240,ORGANIC CHEMISTRY LAB II,1.0
Maryland,Commun Coll of Baltimore Cnty,"CHEM 203
AND CHEM 202","ORGANIC CHEMISTRY II LAB
AND ORGANIC CHEMISTRY II","CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Maryland,Harford Cmty Coll,CHEM 208,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Maryland,Howard Cmty College,CHEM 202,ORGANIC CHEMISTRY II,"CHEM 2260
AND CHEM 2240","ORGANIC CHEMISTRY II
AND ORGANIC CHEMISTRY LAB II","3.0
AND 1.0"
Maryland,Montgomery Coll Rckvlle,CH 204,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Massachusetts,Brandeis Univ,CHEM 29B,ORGANIC CHEMISTRY LAB II,CHEM 2240,ORGANIC CHEMISTRY LAB II,1.0
Massachusetts,Bunker Hill Cmty Col,CHM 252,ORGANIC CHEMISTRY II AND LAB,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
Massachusetts,Clark Univ,CHEM 132,ORGNANIC CHEMISTRY II,"CHEM 2260
AND CHEM 2240","ORGANIC CHEMISTRY II
AND ORGANIC CHEMISTRY LAB II","3.0
AND 1.0"
Massachusetts,Merrimack College,CHM 2220,ORGANIC CHEMISTRY II,"CHEM 2240
AND CHEM 2260","ORGANIC CHEMISTRY LAB II
AND ORGANIC CHEMISTRY II","1.0
AND 3.0"
