School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Chongqing Univ Posts & Telecom,ENGR 12,MICROPROCESSOR,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
CHINA,Chongqing Univ. of Technology,ENGR 12,MICROPROCESSOR,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
CHINA,Shanghai Maritime University,"ENGR 12
AND ENGR 11","ELEC MACHINE/ELEC TRACTION FOU
AND DESIGN/MAKE OF PRINTED-CIRCUIT",ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
DENMARK,Technical Univ. of Denmark,33253 33253,MICRO 1:SOL STATE ELEC & MICRO,"ECSE 2000
AND ECSE 2210","ELECT, COMP, AND SYS ENGR ELEC
AND MICROELECTRONICS TECHNOLOGY","1.0
AND 4.0"
DENMARK,Technical Univ. of Denmark,33323 33323,NANO-1:INTRO TO NANOTECHNOLOGY,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
New York,Clarkson University,EE 341,MIRCOELECTRONICS,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
New York,The City College of New York,EE 24100,ELECTRONICS 1,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
ROMANIA,Technical Univ. of Chui-Napoca,YEAR II 6,ELECTRONIC MATERIALS,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
SINGAPORE,Nanyang Tech. Univ.,EE 2003,SEMICONDUCTOR FUNDAMENTALS,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
UNITED KINGDOM,University College London,ELEC 2008,SEMICONDUCTOR DEVICES,ECSE 2210,MICROELECTRONICS TECHNOLOGY,3.0
UNITED KINGDOM,University of Leeds,ELEC 1260,ELECTRONIC MATERIALS & DEVICES,ECSE 2210,MICROELECTRONICS TECHNOLOGY,4.0
UNITED KINGDOM,University of Leeds,ELEC 2210,TRANSISTORS AND CIRCUITS,ECSE 2210,MICROELECTRONICS TECHNOLOGY,4.0
