School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of Sydney,MATH 1003,INTEG CALCULUS & MODELLING,MATH 1020,CALCULUS II,3.0
Alabama,Univ Alabama Tuscaloosa,MATH 126,CALCULUS II,MATH 1020,CALCULUS II,4.0
Alabama,Univ Of Montevallo,"MATH 271
AND MATH 171","SEQUENCES, SERIES, IND FORMS
AND CALCULUS II",MATH 1020,CALCULUS II,4.0
Alaska,Univ. of Alaska Anchorage,"MATH A253
AND MATH A251
AND MATH A252","CALCULUS III
AND CALCULUS I
AND CALCULUS II","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
Arizona,Arizona State University Tempe,"MAT 266
AND MAT 267","CALCULUS FOR ENGINEERS II
AND CALCULUS FOR ENGINEERS III","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,Embry-Riddle Aero U,"MA 243
AND MA 242","CALCULUS & ANALYTICAL GEOM III
AND CALCULUS & ANALYTICAL GEOM II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,Northern Arizona Univ,"MAT 238
AND MAT 137","CALCULUS III
AND CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,University of Arizona,"MATH 223
AND MATH 129","VECTOR CALCULUS
AND CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,Yavapai College,MAT 230,CALCULUS AND ANALYTIC GEOM II,MATH 1020,CALCULUS II,4.0
Arkansas,Arkansas Tech Univ,"MATH 2934
AND MATH 2914
AND MATH 2924","CALCULUS III
AND CALCULUS I
AND CALCULUS II","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
