School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,China Univ. Political Sci &Law,MATH 2,MATHEMATICAL ANALYSIS II,"MATH 4200
AND MATH 4090","MATHEMATICAL ANALYSIS
AND FOUNDATIONS OF ANALYSIS","4.0
AND 4.0"
CHINA,Univ. Elec Sci & Tech of China,"MATH 18
AND MATH 10
AND MATH 11
AND MATH 12
AND MATH 6
AND MATH 8","NUMERICAL ALGEBRA
AND MATHEMATICAL ANALYSIS 2
AND LINEAR ALGEBRA 1
AND MATHEMATICAL ANALYSIS 3
AND MATHEMATICAL ANALYSIS 1
AND ANALYTIC GEOMETRY","MATH 4200
AND MATH 4090
AND MATH 4600
AND MATH 2010
AND MATH 1020
AND MATH 1010","MATHEMATICAL ANALYSIS
AND FOUNDATIONS OF ANALYSIS
AND ADVANCED CALCULUS
AND MULTIVAR CALC & MATRIX ALGEBRA
AND CALCULUS II
AND CALCULUS I","4.0
AND 4.0
AND 4.0
AND 4.0
AND 4.0
AND 4.0"
California,Santa Barbara City C,MATH 180,TRANSITION TO ADVANCED MATH,MATH 4090,FOUNDATIONS OF ANALYSIS,3.0
California,Univ California-Santa Barbara,"MATH 8
AND MATH 117","TRANS HIGHER MATH
AND METHODS OF ANALYSIS",MATH 4090,FOUNDATIONS OF ANALYSIS,4.0
New York,College of Saint Rose,MAT 401,BASIC ANALYSIS,MATH 4090,FOUNDATIONS OF ANALYSIS,3.0
New York,Le Moyne College,MTH 332,REAL ANALYSIS,MATH 4090,FOUNDATIONS OF ANALYSIS,3.0
New York,SUNY Albany,MAT 312,BASIC ANALYSIS,MATH 4090,FOUNDATIONS OF ANALYSIS,3.0
New York,SUNY Inst. of Tech Utica/Rome,MAT 425,REAL ANALYSIS,MATH 4090,FOUNDATIONS OF ANALYSIS,4.0
New York,Skidmore College,MA 303,INTRODUCTION TO ANALYSIS,MATH 4090,FOUNDATIONS OF ANALYSIS,4.0
Pennsylvania,Lafayette College,MATH 290,TRANS TO THEORETICAL MATH,MATH 4090,FOUNDATIONS OF ANALYSIS,4.0
