School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,AVIA 3900,AVIATION & SUSTAINABLE TOURISM,STSH 1000,SCI & TECH STUDIES ELECTIVE,4.0
Alabama,Troy University,HIS 1122,WORLD HISTORY TO 1500,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Alabama,Univ Of Montevallo,HIST 102,HISTORY OF WORLD CIV II,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Alaska,Univ. of Alaska Fairbanks,HIST F100X,MODERN WORLD HISTORY,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Arizona,Arizona State Univ,HST 102,WESTERN CIV:ANCIENT&MED EURO,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CANADA,University of Alberta,HIST 115,TECHNOLOGY AND HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CANADA,University of Alberta,HIST 115,TECHNOLOGY AND HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,Beijing City University,HUMN 2,CHINESE MODERN HISTORY,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,2.0
CHINA,Beijing Forestry University,HASS 02,HISTORY OF CHINESE CARTOGRAPHY,STSH 1000,SCI & TECH STUDIES ELECTIVE,1.0
CHINA,Central China Normal Univ.,HIST 1,CHINA'S MODN HISTORY OUTLINE,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Central Univ. Finance & Econ.,HIST 2,AMERICAN HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,China Pharmaceutical Univ.,HIST 1,OUTLINE OF CHINESE MOD HISTORY,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
CHINA,China Univ. Political Sci &Law,HIST 2,COMP OF CHINESE MOD HISTORY,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,2.0
CHINA,China Univ. of Petroleum E.C.,HIST 1,OUT CHINESE MODERN/CONTEMP HIS,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,JASP 1090,UNDERSTANDING JAPAN,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,Dalian Univ. of Tech.,DU 10000100,HIST OF HUMAN CIVILIZATION,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Donghua University,HIST 1,OUTLINE MOD CHINESE HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Guangdong Univ. of Finance,HASS 6,OUTLINE IF MODERN CHINESE HIST,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Nankai University,HASS 5,ESS. OF MOD. HISTORY OF CHINA,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,Northeast Forestry Univ.,HASS 5,SEMINAR 1 IDEOL & POLT THEORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,1.0
CHINA,Northeast Forestry Univ.,HASS 7,CHINA POLT CULTURE PRE QIN,STSH 1000,SCI & TECH STUDIES ELECTIVE,1.0
CHINA,Northeastern Univ. of China,HASS 2,JAPANESE CULTURE SEMINAR,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Shenyang Normal University,HASS 4,OUTLINE OF MODERN CHINESE HIST,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Southwest Jiaotong University,HUMN 1,CHINESE CHARC. AND CULTURE,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
CHINA,Straits Inst. of Minjiang Univ,HIST 02,20TH & 20ST CENTURY AMERICAN H,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,University of Macau,GELH 002,CHN CULTURE & CHN COMMUNITIES,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,Xi'an Univ. Arch. & Technology,HASS 1,OUTLINE OF CHINESE MODERN HIST,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
CHINA,Yangzhou University,HIST 1,OUTLINE OF CHINESE MOD HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,2.0
California,Coastline Cmty Coll,HUM 110,HUMANITIES THRU ARTS,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
California,Colleg of the  Canyons,HIST 111,UNITED STATES HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Colleg of the  Canyons,HIST 112,UNITED STATES HISTORY II,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,College of San Mateo,HIST 101,HISTORY WESTERN CIV II,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
California,Foothill Coll,HIST 004A,HISTORY OF WESTERN CIV TO 800,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
California,Grossmont Cmty Coll,ANTH 130,INTRO TO PHYSICAL ANTHROPOLOGY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Grossmont Cmty Coll,HIST 101,MODERN WORLD HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Grossmont Cmty Coll,HIST 108,EARLY AMERICAN HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Grossmont Cmty Coll,HUM 120,EUROPEAN HUMANITIES,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Grossmont Cmty Coll,POSC 120,POLITICS & POLITICAL ANALYSIS,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Los Angeles City Col,CHICANO 007,MEX-AM IN US HIST I,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Los Angeles City Col,CHICANO 008,MEX-AM IN US HIST II,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Los Angeles City Col,HISTORY 001,INT TO WEST CIVILIZATION I,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Marymount College Ca,HIS 135,PERSP ON GLOBAL DEVELOPMENT,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
California,Mission College,HIS 017A,US HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Pasadena City Coll,HIST 002A,HISTORY OF WORLD CIVILIZATIONS,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Pasadena City Coll,HIST 007A,US HISTORY TO 1876,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Pasadena City Coll,HIST 007B,US HISTORY FROM 1876,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Saint Mary's College,JAN 024,EMPIRES AND BARBARIANS,STSH 1000,SCI & TECH STUDIES ELECTIVE,4.0
California,Saint Mary's College,JAN 178,ENV & CULTURE-CENTRAL AMERICA,STSH 1000,SCI & TECH STUDIES ELECTIVE,4.0
California,San Diego City Coll,HUMA 101,INTRO TO THE HUMANITIES I,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
California,San Diego City Coll,HUMA 102,INTRO TO THE HUMANITIES II,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Sierra College,HUM 0002,INTRODUCTION TO HUMANITIES II,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
California,Southwestern College,HIST 100,AMERICAN CIVILIZATION,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
California,Univ California-Santa Barbara,AS AM 1,INTRO AS AM HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,4.0
California,Univ of California Los Angeles,HISTXL 142D,AMERICAN POPULAR CULTURE,STSH 1000,SCI & TECH STUDIES ELECTIVE,4.0
Colorado,Adams State College,HIST 179,AMERCN HIST&VETERNS 1890-TODAY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Colorado,Front Range Cmty Co,HIS 101,WESTERN CIVILIZATION I,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Connecticut,Housatonic Community College,HIS E101,WESTERN CIVILIZATION I,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Naugatuck Valley CC,HIS H102,WESTERN CIVILIZATION II,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Norwalk Community College,HI D103,WESTERN CIVILIZATION I,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Connecticut,Norwalk Community College,HIS D101,WESTERN CIVILIZATION,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Connecticut,Norwalk Community College,PHL D124,ENGINEERING ETHICS,STSH 1000,SCIENCE &TECHNOLOGY ELECTIVE,3.0
Connecticut,Quinnipiac University,HS 111,THE RISE OF THE WEST,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Connecticut,Quinnipiac University,QU 101,INDIVIDUAL IN THE,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Connecticut,Sacred Heart Univ,FYPO 125,FY SEM: POLITICS OF REBELLION,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Sacred Heart Univ,HI 100,WESTERN CIVILIZATION I,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Sacred Heart Univ,HI 102,WEST CIVIL SINCE 1500,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Univ of Connecticut,AMST 1201,INTRO TO AMERICAN STUDIES,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Univ of Connecticut,CAMS 101,GREEK CIVILIZATIONS,STSH 1000,SCIENCE & TECHNOLOGY ELECTIVE,3.0
Connecticut,Univ of Connecticut,GEOG 1100,GLOBALIZATION,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Univ of Connecticut,GEOG 1200,THE CITY OF WESTERN TRADITION,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Univ of Connecticut,HIST 100,WESTERN TRADITIONS BEFORE 1500,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Univ of Connecticut,HIST 108,MODERN WORLD HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
Connecticut,Univ of Connecticut,HIST 1201,MODERN WORLD HISTORY,STSH 1000,SCI & TECH STUDIES ELECTIVE,3.0
