School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arkansas,Arkansas Tech Univ,"ELEG 2113
AND ELEG 2103","ELECTRIC CIRCUITS II
AND ELECTRIC CIRCUITS I",ECSE 2010,ELECTRIC CIRCUITS,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"EEE 1202
AND EEE 1201","ELECTRICAL CIRCUITS-1 LAB (DC
AND ELECTRICAL CIRCUITS-1 (DC)",ECSE 2010,ELECTRIC CIRCUITS,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"EEE 2102
AND ECE 2203
AND EEE 2101","ELECTRICAL CIRCUITS 2 LAB
AND ELECTRONIC DEVICES
AND ELECTRICAL CIRCUITS 2",ECSE 2010,ELECTRIC CIRCUITS,4.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 23,INTRO TO ELECTRICAL ENGR,ECSE 2010,ELECTRIC CIRCUITS,4.0
BRAZIL,Universidade Fed. de Pernam.,"EL 390
AND EL 398
AND EL 415","ELECTRICAL CIRCUITS 1
AND ELECTRICAL CIRCUITS LAB 1
AND ELECTRICAL CIRCUITS 2",ECSE 2010,ELECTRIC CIRCUITS,4.0
CANADA,University of Toronto,ECE 110H1,ELECT. FUNDAMENTALS,ECSE 2010,ELECTRIC CIRCUITS,3.0
CANADA,University of Toronto,ECE 110H1,ELECT. FUNDAMENTALS,ECSE 2010,ELECTRIC CIRCUITS,3.0
CHINA,Beijing Forestry University,CSCI 05,CIRCUITS AND ELECTRONICS,ECSE 2010,ELECTRIC CIRCUITS,3.0
CHINA,Chongqing Univ Posts & Telecom,ENGR 11,ELECTRICAL CIRCUIT I,ECSE 2010,ELECTRIC CIRCUITS,3.0
CHINA,Chongqing Univ. of Technology,ENGR 11,ELECTRICAL CIRCUIT I,ECSE 2010,ELECTRIC CIRCUITS,3.0
CHINA,Guangdong University of Tech.,CIRC 2,CIRCUITRY,ECSE 2010,ELECTRIC CIRCUITS,4.0
CHINA,Minzu University of China,ENGR 3,CIRCUIT PRINC & ELECTRONIC TEC,ECSE 2010,ELECTRIC CIRCUITS,4.0
CHINA,Northeastern Univ. of China,CSCI 6,PRINCIPLES OF CIRCUIT I,ECSE 2010,ELECTRIC CIRCUITS,4.0
CHINA,Ocean University of China,ENGR 02,FOUNDATION OF CIRCUIT ANALYSIS,ECSE 2010,ELECTRIC CIRCUITS,3.0
CHINA,Shanghai Maritime University,"ENGR 3
AND ENGR 1","EXPER. ON ELECTRIC CIRCUITS
AND PRINC OF ELECTRIC CIRCUITS",ECSE 2010,ELECTRIC CIRCUITS,4.0
CHINA,Univ. Elec Sci & Tech of China,"ENGR 4
AND ENGR 3","FUND OF CIRCUIT ANALYSIS
AND EXPER OF ELECTRONIC TECH I","ECSE 2010
OR ENGR 4300","ELECTRIC CIRCUITS
OR ELECTRONIC INSTRUMENTATION","4.0
OR 4.0"
CHINA,Univ. Elec Sci & Tech of China,"ENGR 9
AND ENGR 7","CIRCUIT BASIS
AND FUND OF ELECTRONIC TECH EXP",ECSE 2010,ELECTRIC CIRCUITS,4.0
CHINA,Yangzhou University,ENGR 3,FUNDAMENTAL THEORY OF CIRCUITS,ECSE 2010,ELECTRIC CIRCUITS,4.0
CHINA,Zhengzhou Univ.,ENGR 05,ELECTRIC CIRCUITS (1),ECSE 2010,ELECTRIC CIRCUITS,4.0
California,Colleg of the  Canyons,ENGR 153,ELECTRICAL CIRCUITS I,ECSE 2010,ELECTRIC CIRCUITS,4.0
California,Santa Clara Univ,"ELEN 50L
AND ELEN 50","ELECTRIC CIRCUITS I LAB
AND ELECTRIC CIRCUITS I",ECSE 2010,ELECTRIC CIRCUITS,4.0
California,Univ Calif San Diego,ECE 35,INTRODUCTION TO ANALOG DESIGN,ECSE 2010,ELECTRIC CIRCUITS,4.0
Colorado,Colorado State University,ECE 202,CIRCUIT THEORY APPLICATIONS,ECSE 2010,ELECTRIC CIRCUITS,4.0
Connecticut,Univ of Connecticut,ECE 2001,ELECTRICAL CIRCUITS,ECSE 2010,ELECTRIC CIRCUITS,4.0
Florida,Florida Atlantic Unv,"EEL 3111
AND EEL 3112","CIRCUITS 1
AND CIRCUITS 2",ECSE 2010,ELECTRIC CIRCUITS,4.0
Florida,University of Miami,EEN 205,PRINCIPLES OF EEN-1,ECSE 2010,ELECTRIC CIRCUITS,3.0
Georgia,Clark Atlanta Univ,"CEGR 201L
AND CEGR 201","ELECTRICAL CIRCUIT ANALY LAB
AND ELECTRICAL CIRCUIT ANALAYSIS",ECSE 2010,ELECTRIC CIRCUITS,4.0
HONG KONG,Hong Kong Polytechnic Univ.,BSE 2122,ELECTRICAL TECHNOLOGY,ECSE 2010,ELECTRIC CIRCUITS,3.0
Idaho,Coll Southern Idaho,"ENGI 240L
AND ENGI 240","ELECTRICAL CIRCUITS LAB
AND ELECTRICAL CIRCUITS",ECSE 2010,ELECTRIC CIRCUITS,4.0
Indiana,Purdue Univ W Lafyte,"ECE 207
AND ECE 201
AND ECE 202","ELECT MEASUR TECHNIQUE
AND LINEAR CIRCUIT ANAY I
AND LINEAR CIRCUIT ANLY II-HONORS",ECSE 2010,ELECTRIC CIRCUITS,4.0
Indiana,Purdue Univ W Lafyte,"ECE 207
AND ECE 201","ELECT MEASUR TECHNIQUE
AND LINEAR CIRCUIT ANAY I",ECSE 2010,ELECTRIC CIRCUITS,4.0
Indiana,Univ Of Notre Dame,EE 20224,INTRO ELECTRICAL ENGINEERING,ECSE 2010,ELECTRIC CIRCUITS,4.0
KAZAKHSTAN,Almaty Inst of Power Engr&Tech,"ENGR 2
AND ENGR 3","THEOR. PRIN OF ELEC ENGR I
AND THEOR PRINC OF ELEC ENGR 2",ECSE 2010,ELECTRIC CIRCUITS,4.0
KAZAKHSTAN,South Kazakhstan State Univ.,"ENGR 1
AND ENGR 7","INTRO TO ELECTRIC ACTUATOR
AND ELEC APPART IN ELEC ACTUATOR",ECSE 2010,ELECTRIC CIRCUITS,4.0
Kansas,Labette Cmty College,INDU 127,DIGITAL LOGIC CIRCUITS,ECSE 2010,ELECTRIC CIRCUITS,3.0
Maine,Univ Southern Maine,ELE 216,CIRCUIT I: STEADY-STATE ANALY,ECSE 2010,ELECTRIC CIRCUITS,3.0
Maryland,Howard Cmty College,ENES 204,BASIC CIRCUIT THEORY,ECSE 2010,ELECTRIC CIRCUITS,3.0
Maryland,Montgomery Coll Rckvlle,EE 204,BASIC CIRCUIT ANALYSIS,ECSE 2010,ELECTRIC CIRCUITS,3.0
Maryland,U S Naval Academy,EE 221,INTRO TO ELEC ENGINEERING,ECSE 2010,ELECTRIC CIRCUITS,4.0
Massachusetts,Berkshire Cmty Coll,ENT 203,LINEAR CIRCUIT ANALYSIS I,ECSE 2010,ELECTRIC CIRCUITS,4.0
Massachusetts,Boston University,EK 307,ELECTR CIRCUITS,ECSE 2010,ELECTRIC CIRCUITS,4.0
Massachusetts,Bunker Hill Cmty Col,"ENR 272
AND ENR 271","CIRCUIT ANAL/DESIGN II/LAB
AND CIRCUIT ANALYSIS/DESIGN I/LAB",ECSE 2010,ELECTRIC CIRCUITS,4.0
Massachusetts,North Shore C C,"EGS 212
AND EGS 211","CIRCUIT THEORY II
AND CIRCUIT THEORY I",ECSE 2010,ELECTRIC CIRCUITS,4.0
Massachusetts,Northeastern University,"ECE U401
AND ECE U400","ECE LAB
AND CIRCUITS",ECSE 2010,ELECTRIC CIRCUITS,4.0
Massachusetts,Springfield Tech C C,"ENGR 420
AND ENGR 320
AND ENGR 324
AND ENGR 427","CIR ANALYSIS II
AND CIR ANALYSIS 1
AND ELECT ENG LAB 1
AND ELEC ENGR LAB 2",ECSE 2010,ELECTRIC CIRCUITS,4.0
Michigan,Eastern Michigan University,EECE 212,ENGINEERING CIRCUIT ANALYSIS,ECSE 2010,ELECTRIC CIRCUITS,3.0
Missouri,Missouri Univ. Sci & Tech,"EE 152
AND EE 151","CIRCUIT ANALYSIS LAB I
AND CIRCUITS I",ECSE 2010,ELECTRIC CIRCUITS,4.0
Missouri,St Louis Cc Florisant Valley,ESC 200,ENGINEERING CIRCUITS I,ECSE 2010,ELECTRIC CIRCUITS,4.0
New Hampshire,Saint Anselm College,PS 245,ELECTRICAL CIRCUITS,ECSE 2010,ELECTRIC CIRCUITS,4.0
New Jersey,Brookdale Cmty Coll,ENGI 252,PRINCIPLES EE III (CIRCUITS),ECSE 2010,ELECTRIC CIRCUITS,3.0
