School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Troy University,"ECON 2251
AND ECON 2252","PRINCIPLES OF MACROECONOMICS
AND PRINCIPLES OF MICROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","2.0
AND 4.0"
Alabama,Univ Alabama Tuscaloosa,"EC 110
AND EC 111","PRIN OF MICROECONOMICS
AND PRIN OF MACROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","2.0
AND 4.0"
Arizona,Arizona State University Tempe,"ECN 211
AND ECN 212","MACROECONOMIC PRINCIPLES
AND MICROECONOMIC PRINCIPLES","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","3.0
AND 3.0"
Arizona,Grand Canyon Univ,ECN 220,INTRODUCTION TO ECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,4.0
Arizona,University of Arizona,ECON 200,BASIC ECONOMIC ISSUES,ECON 1200,INTRODUCTORY ECONOMICS,3.0
BELARUS,Yanka Kupala St. Univ. Grodno,"ECON 05
AND ECON 04","MACROECONOMICS
AND MICROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","1.0
AND 4.0"
CANADA,Athabasca University,ECON 247,ECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
CANADA,Athabasca University,ECON 247,ECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
CHINA,Capital U. of Econ & Business,ECON 2,MICROECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
CHINA,Central Univ. Finance & Econ.,"ECON 1
AND ECON 2","PRIN OF MICROECONOMICS
AND PRINC OF MACROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","2.0
AND 4.0"
CHINA,China Agricultural University,"ECON 1
AND ECON 2","MICROECONOMICS
AND MACROECONOMICS","ECON 1200
AND ECON 1000","INTRODUCTORY ECONOMICS
AND ECONOMICS ELECTIVE","3.0
AND 3.0"
CHINA,China Pharmaceutical Univ.,"ECON 2
AND ECON 1","MICROECONOMICS
AND MACROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","3.0
AND 3.0"
CHINA,China Univ. Political Sci &Law,ECON 2,MICROECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
CHINA,East China Univ. of Sci & Tech,"ECON 02
AND ECON 01","MACROECONOMICS
AND MICROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","1.0
AND 4.0"
CHINA,Nankai University,"ECON 4
AND ECON 2","MACROECONOMICS
AND MICROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","1.0
AND 4.0"
CHINA,Ocean University of China,"ECON 2
AND ECON 1","MACROECONOMICS
AND MICROECONOMICS",ECON 1200,INTRODUCTORY ECONOMICS,4.0
CHINA,Shanghai U of Finance &Econ.,"ECON 02
AND ECON 01","POLITICAL ECONOMY II
AND POLITICAL ECONOMY I",ECON 1200,INTRODUCTORY ECONOMICS,4.0
CHINA,Shenyang Normal University,"ECON 3
AND ECON 2","MACROECONOMICS
AND MICROECONOMICS",ECON 1200,INTRODUCTORY ECONOMICS,4.0
CHINA,Straits Inst. of Minjiang Univ,ECON 02,MACROECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,4.0
CHINA,Wuhan University,ECON 2,PRINCIPLES OF ECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
CHINA,Xiamen University,"ECON 4
AND ECON 2","MACROECONOMICS
AND MICROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","3.0
AND 3.0"
CHINA,Zhejiang Univ. Finance & Econ,"ECON 02
AND ECON 01","MACROECONOMICS
AND MICROECONOMICS","ECON 1000
AND ECON 1200","ECONOMICS ELECTIVE
AND INTRODUCTORY ECONOMICS","2.0
AND 4.0"
CHINA,Zhongnan Univ of Econ & Law,ECON 01,PRINCIPLES OF ECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
California,Calif Institute Tech,EC 011,INTRODUCTION TO ECONOMICS,ECON 1200,INTRODUCTORY ECONOMICS,3.0
