School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Capital U. of Econ & Business,ECON 1,POLITICAL ECONOMICS,ECON 2000,ECONOMICS ELECTIVE,3.0
CHINA,China Pharmaceutical Univ.,ECON 3,ECONOMIC LAW,ECON 2000,ECONOMICS ELECTIVE,2.0
CHINA,China Univ. Political Sci &Law,HUMN 4,PRINC OF MARXISM POLITICAL ECO,ECON 2000,ECONOMICS ELECTIVE,3.0
CHINA,Guangdong Univ. of Finance,ECON 3,ECONOMIC LAW,ECON 2000,ECONOMICS ELECTIVE,3.0
CHINA,Guangdong Univ. of Finance,ECON 4,LABOR ECONOMICS,ECON 2000,ECONOMICS ELECTIVE,3.0
CHINA,Zhongnan Univ of Econ & Law,ECON 05,MATHEMATICAL METHODS OF ECONOM,ECON 2000,ECONOMICS ELECTIVE,3.0
CHINA,Zhongnan Univ of Econ & Law,ECON 06,INDUSTRIAL ECONOMICS,ECON 2000,ECONOMICS ELECTIVE,3.0
Colorado,Colorado College,EC 201,ECONOMIC THEORY I,ECON 2000,ECONOMICS ELECTIVE,4.0
Connecticut,Univ of Connecticut,ECON 2101W,ECONOMIC HISTORY OF EUROPRE,ECON 2000,ECONOMICS ELECTIVE,3.0
Connecticut,Univ of Connecticut,ECON 2110W,HISTORY OF ECONOMIC THOUGHT,ECON 2000,ECONOMICS ELECTIVE,3.0
Florida,Broward College,ECO 2023,MICROECONOMICS,ECON 2000,ECONOMICS ELECTIVE,3.0
Florida,Rollins College,ECO 277,ECONOMICS AND CINEMA,ECON 2000,ECONOMICS ELECTIVE,4.0
Illinois,Knox College,ECON 301,INTERM. MICROECONOMICS,ECON 2000,ECONOMICS ELECTIVE,4.0
KAZAKHSTAN,Almaty Inst of Power Engr&Tech,ECON 1,ECONOMIC THEORY PRINCIPLES,ECON 2000,ECONOMICS ELECTIVE,2.0
KAZAKHSTAN,Kazakh Nat'l Univ./al-Farabi,ECON 1,BASIS OF ECONOMIC THEORY,ECON 2000,ECONOMICS ELECTIVE,2.0
Maryland,Johns Hopkins Univ.,ECON 180.280,POPULATION ECONOMICS,ECON 2000,ECONOMICS ELECTIVE,3.0
Massachusetts,Berkshire Cmty Coll,AIB 205,MONEY AND BANKING,ECON 2000,ECONOMICS ELECTIVE,3.0
