School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,Embry-Riddle Aero U,ES 201,STATICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
Arkansas,Arkansas Tech Univ,MCEG 2013,STATICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 34,MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
BRAZIL,Escola de Engenharia,ENGR 3,MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,4.0
BRAZIL,Universidade de Fortaleza,T 535,GENERAL MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,4.0
BRAZIL,Universidade de Fortaleza,T 547,STATICS OF CONSTRUCITON I,ENGR 1100,INTRO TO ENGR ANALYSIS,4.0
CANADA,McGill University,CIVE 205,STATICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CANADA,McGill University,MECH ENG 305-210B,MECHANICS I,ENGR 1100,INTRO TO ENGR ANALYSIS,4.0
CANADA,McGill University,CIVE 205,STATICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CANADA,McGill University,MECH ENG 305-210B,MECHANICS I,ENGR 1100,INTRO TO ENGR ANALYSIS,4.0
CANADA,University of Toronto,CIV 100H1,MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CANADA,University of Toronto,CIV 100H1,MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CANADA,York University,PHYS 1800,ENGINEERING MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CANADA,York University,PHYS 1800,ENGINEERING MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CHINA,Beijing U.of Civil Engr.& Arch,BUCE 20923020,ENGINEERING MECHANICS A,ENGR 1100,INTRO TO ENGR ANALYSIS,3.0
CHINA,China Agricultural University,ENGR 7,THEORETICAL MECHANICS,ENGR 1100,INTRO TO ENGR ANALYSIS,4.0
