School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,MECH 9720,SOLAR THERMAL ENERGY DESIGN,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
AUSTRALIA,University of New South Wales,SOLA 5053,WIND ENERGY CONVERTERS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
AUSTRALIA,Victoria University,VAA 3081,BLDING CONSTRUCTION & LEGIS. I,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
CHINA,East China Univ. of Sci & Tech,ENGR 10,PNEUMATIC AND HYDRAULIC TRANSM,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",2.0
CHINA,East China Univ. of Sci & Tech,ENGR 11,FRONTIER BIOMEDICAL DEVICE MAN,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",2.0
CHINA,East China Univ. of Sci & Tech,MECH 01,MECHANICAL PRINCIPLE,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
CHINA,East China Univ. of Sci & Tech,MECH 02,COURSE DESIGN OF MECHANICAL PR,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",1.0
DENMARK,Technical Univ. of Denmark,28244 28244,COMBUST & HIGH TEMP PROCESSES,"CHME 4000
OR MANE 4000","CHEMICAL ENGINEERING ELECTIVE
OR MECH, AERO, NUCL, ENVIR ENG","3.0
OR 3.0"
DENMARK,Technical Univ. of Denmark,41106 41106,MARINE STRUCTURES 1,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
DENMARK,Technical Univ. of Denmark,41416 41416,"ENERGY SYS-ANALYSIS,DES, & OPT","MANE 4000
AND MANE 4010","MECH, AERO, NUCL, ENVIR ENG
AND THERMAL & FLUIDS ENG II","1.0
AND 4.0"
DENMARK,Technical Univ. of Denmark,41742 41742,INTRO MICRO MECH. SYS. DESIGN,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
DENMARK,Technical Univ. of Denmark,41811 41811,EXPERIMENTAL SOLID MECHANICS,"MANE 4000
AND MANE 4040","MECH, AERO, NUCL, ENVIR ENG
AND MECHANICAL SYSTEMS LAB","1.0
AND 2.0"
DENMARK,Technical Univ. of Denmark,42171 42171,SYS. SAFETY & RELIABILITY ENGR,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
DENMARK,Technical Univ. of Denmark,46310 46310,PROJ WIND TURBINE AEROELASTIC,"MANE 4000
AND MANE 4900","MECH, AERO, NUCL, ENVIR ENG
AND AERO. & STRUCT. VIBRATIONS","2.0
AND 3.0"
Delaware,University of Delaware,MEEG 442,INTRODUCTION TO FUEL CELLS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
HONG KONG,Hong Kong Univ. of Sci & Tech.,ENGG 1200,ENGR TEAM DES. EXP. AIRSHIP,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
Louisiana,Xavier Univ La,ENGR 2530,VIBRATIONS AND WAVES,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
Maine,Univ Southern Maine,MEE 331,THERMODYNAMICS II: FLOWS & CYC,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
Maine,Univ Southern Maine,MEE 339,THERMODYNAMICS LABORATORY,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",1.0
Maryland,U S Naval Academy,EW 306,ADVANCED CONTROL ENGINEERING,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
Maryland,U S Naval Academy,EW 309,GUIDED DESIGN EXPERIENCE,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",2.0
New York,Excelsior College,NUC 271,FUNDAMENTALS OF REACTOR SAFETY,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
New York,Manhattan College,MECG 512,ENERGY CONVERSION,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
New York,Manhattan College,MECH 336,MANUFACTURING PROCESSES,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
New York,Manhattan College,MECH 401,MECH ENGR DESIGN I,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",2.0
New York,Manhattan College,MECH 411,MECHANICAL VIBRATIONS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
New York,Manhattan College,MECH 422,THERMAL/FLUIDS SYS DESGN,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
New York,Manhattan College,MECH 450,INTRO TO TISSUE ENGINEERING,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
SINGAPORE,Nanyang Tech. Univ.,DR 3000,PRODUCT DESIGN III,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
SINGAPORE,Nanyang Tech. Univ.,MA 3006,FLUID MECHANICS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
SINGAPORE,Nanyang Tech. Univ.,MA 3071,ENGINEERING EXPERIMENTS (ME),MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",1.0
SINGAPORE,Nanyang Tech. Univ.,MP 3002,MECH OF DEFORMABLE SOLIDS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
SINGAPORE,Nanyang Tech. Univ.,MP 4010,MECHATRONICS SYS DES.& ANALYS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
SINGAPORE,Nanyang Tech. Univ.,MP 4011,MECH SYST DESIGN AND ANALYSIS,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
South Carolina,Clemson Univ,IE 487,INDUSTRIAL SAFETY,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
South Carolina,Clemson Univ,ME 457,WIND POWER,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
UNITED KINGDOM,University College London,MECH 2004,MECHANICS OF FLUIDS & THERMO,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
UNITED KINGDOM,University College London,MECH 2006,DYNAMICS AND CONTROL,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
UNITED KINGDOM,University College London,MECH 2011,MATERIALS AND DESIGN STUDIES,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",4.0
UNITED KINGDOM,University of Bath,ME 20015,THERMAL POWER & HEAT TRANSFER,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
UNITED KINGDOM,University of Bath,ME 20021,MODELING TECHNIQUES 2,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
UNITED KINGDOM,University of Bath,ME 30264,MATERIALS SELECTION IN ENGR DE,MANE 4000,"MECH, AERO, NUCL, ENVIR ENG",3.0
