School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of Sydney,ENGG 1803,PROFESSIONAL ENGINEERING I,ENGR 1000,GENERAL ENGINEERING ELECTIVE,4.0
Arizona,Arizona State Univ,FSE 100,INTRODUCTION TO ENGINEERING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
Arizona,Embry-Riddle Aero U,EGR 101,INTRO TO ENGINEERING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
Arkansas,Arkansas Tech Univ,MCEG 1011,INTRO MECHANICAL ENGINEERING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
Arkansas,Arkansas Tech Univ,MCEG 2203,COMPUTATIONAL METH/ENGR,ENGR 1000,GENERAL ENGINEERING ELECTIVE,3.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 30,METROLOGY AND STANDARD.,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 4,INTRO TO ENGINEERING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,3.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 84,MATLS USED IN ELECTRICAL INDUS,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
BRAZIL,Universidade Fed. de Pernam.,EQ 400,SAFETY AT WORK,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
CANADA,York University,ENG 1101,RENAISSANCE ENGINEERING I,ENGR 1000,GENERAL ENGINEERING ELECTIVE,4.0
CANADA,York University,ENG 1102,REN ENG 2 ENG DESIGN PRINCIPLE,"ENGR 1000
AND ENGR 1400","GENERAL ENGINEERING ELECTIVE
AND ENGINEERING COMMUNICATIONS","3.0
AND 1.0"
CANADA,York University,ENG 1101,RENAISSANCE ENGINEERING I,ENGR 1000,GENERAL ENGINEERING ELECTIVE,4.0
CANADA,York University,ENG 1102,REN ENG 2 ENG DESIGN PRINCIPLE,"ENGR 1000
AND ENGR 1400","GENERAL ENGINEERING ELECTIVE
AND ENGINEERING COMMUNICATIONS","3.0
AND 1.0"
CHINA,Beijing U.of Civil Engr.& Arch,BUCE 20222045,ENGINEERING MATERIAL,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,Beijing U.of Civil Engr.& Arch,BUCE 20321014,ENGINEERING SURVEY,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,Chang'an University,ENGR 03,DIGITAL TERRAIN SURVEYING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,4.0
CHINA,Chang'an University,ENGR 05,TEACHING PRACTICE OF DIG TERR,ENGR 1000,GENERAL ENGINEERING ELECTIVE,4.0
CHINA,China Agricultural University,ENGR 17,HYDRAULIC & PNEUMATIC TRANS,ENGR 1000,GENERAL ENGINEERING ELECTIVE,3.0
CHINA,China Agricultural University,ENGR 2,BASIS OF COLL. COMPUTER ENGR,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,China Agricultural University,ENGR 22,ENGINE PRINCIPLE,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,China Univ. of Petroleum E.C.,ENGL 1,COLLEGE ENGLISH APPL - 2-1,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,China Univ. of Petroleum E.C.,ENGR 1,ENGINEERING SURVEY/MAPPING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
CHINA,Chongqing Univ. of Technology,ENGR 13,OBJECT-ORIENTED PROG & DESIGN,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,Dalian Univ. of Tech.,DU 10401410,INTRO TO PROGRESS MODERN MECH,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
CHINA,Dalian Univ. of Tech.,DU 11200200,MATH ANALYSIS FOR ENGINEERING,ENGR 1000,GENERAL ENGINEERING ELECTIVE,4.0
CHINA,Dalian Univ. of Tech.,GEN 1,GRAND STRATEGIES,ENGR 1000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,Donghua University,"089 601
AND 080 031
AND 082 491","CURR DESIGN OF DRAWING ENGR
AND ENGINEERING GRAPHING
AND INTRO TO ENGINEERING","ENGR 1000
AND ENGR 1400","GENERAL ENGINEERING ELECTIVE
AND ENGINEERING COMMUNICATIONS","4.0
AND 1.0"
CHINA,Donghua University,110 032,INTRO TO MATERIAL SCIENCE,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
CHINA,Donghua University,ENGR 1,INTRO TO TECH ENGRG & AUTOM,ENGR 1000,GENERAL ENGINEERING ELECTIVE,1.0
CHINA,Donghua University,ENGR 4,ENGINEERING GRAPHING,"ENGR 1000
AND ENGR 1400","GENERAL ENGINEERING ELECTIVE
AND ENGINEERING COMMUNICATIONS","1.0
AND 1.0"
