School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Auburn University,PHYS 1600,ENGINEERING PHYSICS I,PHYS 1100,PHYSICS I,4.0
Alabama,Univ Alabama Tuscaloosa,PH 125,HON GEN PHYSICS W/CALCULUS,PHYS 1100,PHYSICS I,4.0
Alabama,Univ Of Montevallo,PHYS 241,UNIVERSITY PHYSICS I,PHYS 1100,PHYSICS I,4.0
Alaska,Univ. of Alaska Anchorage,PHYS A211,GENERAL PHYSICS I,PHYS 1100,PHYSICS I,3.0
Alaska,Univ. of Alaska Anchorage,"PHYS A211L
AND PHYS A211","GENERAL PHYSICS I LAB
AND GENERAL PHYSICS I",PHYS 1100,PHYSICS I,4.0
Arizona,Northern Arizona Univ,PHY 161,UNIVERSITY PHYSICS I,PHYS 1100,PHYSICS I,4.0
Arizona,Northern Arizona Univ,"PHY 161L
AND PHY 161","UNIVERSITY PHYSICS I LAB
AND UNIVERSITY PHYSICS I",PHYS 1100,PHYSICS I,4.0
Arizona,University of Arizona,PHYS 141,INTRODUCTORY MECHANICS,PHYS 1100,PHYSICS I,4.0
Arizona,Yavapai College,PHY 150,PHYS FOR SCIENCE AND ENGRS I,PHYS 1100,PHYSICS I,4.0
Arkansas,Arkansas Tech Univ,"PHYS 2000
AND PHYS 2114","PHYSICS LABORATROY I
AND GENERAL PHYSICS I",PHYS 1100,PHYSICS I,4.0
Arkansas,Univ. of Arkansas Fayetteville,PHYS 2054,UNIVERSITY PHYSICS I,PHYS 1100,PHYSICS I,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"PHY 1102
AND PHY 1101","PHYSICS 1 LAB
AND PHYSICS 1",PHYS 1100,PHYSICS I,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"PHY 1105
AND PHY 1101","PHYSICS 1 LAB
AND PHYSICS 1",PHYS 1100,PHYSICS I,4.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 18,PHYSICS,PHYS 1100,PHYSICS I,4.0
BRAZIL,Escola de Engenharia,PHYS 1,PHYSICS I,PHYS 1100,PHYSICS I,4.0
BRAZIL,Universidade Fed. de Pernam.,"FI 0006
AND FI 021","GENERAL PHYSICS 1
AND EXPERIMENTAL PHYSICS 1",PHYS 1100,PHYSICS I,4.0
BRAZIL,Universidade de Fortaleza,"N 224
AND N 225
AND N 291
AND N 292","EXPERIMENTAL PHYSICS I
AND EXPERIMENTAL PHYSICS II
AND PHYSICS I
AND PHYSICS II",PHYS 1100,PHYSICS I,4.0
CANADA,McGill University,PHYS 131,MECHANICS AND WAVES,PHYS 1100,PHYSICS I,4.0
CANADA,McGill University,PHYSICS 198-131A,MECHANICS AND WAVES,PHYS 1100,PHYSICS I,4.0
CANADA,McGill University,PHYS 131,MECHANICS AND WAVES,PHYS 1100,PHYSICS I,4.0
CANADA,McGill University,PHYSICS 198-131A,MECHANICS AND WAVES,PHYS 1100,PHYSICS I,4.0
CHINA,Central China Normal Univ.,"PHYS 1
AND PHYS 2","GENERAL PHYSICS
AND GENERAL PHYSICS EXPERIMENTS",PHYS 1100,PHYSICS I,3.0
CHINA,China Agricultural University,"CAU 10110040
AND CAU 10110550
AND PHYS 1","COLLEGE PHYSICS C-2
AND COLLEGE PHYSICS EXPERIMENT B
AND COLLEGE PHYSICS C-1","PHYS 1200
AND PHYS 1100","PHYSICS II
AND PHYSICS I","3.0
AND 4.0"
CHINA,China Agricultural University,CAU 11310010,COLLEGE PHYSICS B-1,PHYS 1100,PHYSICS I,4.0
CHINA,China Agricultural University,"PHYS 1
AND PHYS 2","COLLEGE PHYSICS B-1
AND COLLEGE PHYSICS EXPER A",PHYS 1100,PHYSICS I,4.0
CHINA,Chongqing Univ Posts & Telecom,"PHYS 2
AND PHYS 1","COLLEGE PHYSICS
AND PHYSICS EXPERIMENT",PHYS 1100,PHYSICS I,4.0
CHINA,Chongqing Univ. of Technology,"PHYS 1
AND PHYS 2","PHYSICS EXPERIMENT
AND COLLEGE PHYSICS",PHYS 1100,PHYSICS I,4.0
CHINA,Dalian Univ. of Tech.,PHYS 3,PHYSICS EXPERIMENT,PHYS 1100,PHYSICS I,4.0
CHINA,Donghua University,"012 161
AND 012 151","EXPERIMENTS UNIVERSITY PHYSICS
AND UNIVERSITY PHYSICS A (1)",PHYS 1100,PHYSICS I,4.0
CHINA,Donghua University,"PHYS 1
AND PHYS 2","UNIVERSITY PHYSICS
AND EXPER FOR UNIVERSITY PHYSICS I",PHYS 1100,PHYSICS I,4.0
CHINA,Donghua University,"PHYS 5
AND PHYS 4","EXPERIM FOR UNIV PHYSICS (2)
AND UNIVERSITY PHYSICS A (2)",PHYS 1100,PHYSICS I,4.0
CHINA,East China Univ. of Sci & Tech,"PHYS 03
AND PHYS 02","UNIVERSITY PHYSICS A (C)
AND EXPERIMENT OF UNIV PHYSICS (1)",PHYS 1100,PHYSICS I,3.0
CHINA,Guangdong University of Tech.,PHYS 2,UNIVERSITY PHYSICS,"PHYS 1200
AND PHYS 1100","PHYSICS II
AND PHYSICS I","4.0
AND 4.0"
CHINA,Guilin Univ. of Technology,"PHYS 1
AND PHYS 2","COLLEGE PHYSICS 2
AND PHYSICAL EXPERIMENTS 2",PHYS 1100,PHYSICS I,4.0
CHINA,Nanjing Univ. of Sci. & Tech.,"PHEP 1
AND PHYS 1","PHYSICAL EXPERIMENT
AND PHYSICS",PHYS 1100,PHYSICS I,4.0
