School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,China Univ. Political Sci &Law,ECON 3,INTERMEDIATE MICROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,3.0
CHINA,Nanjing Univ. of Sci. & Tech.,ECON 1,MICROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,3.0
CHINA,Shanghai U of Finance &Econ.,ECON 03,INTERMEDIATE MICROECONOMICS,ECON 2010,INTERMEDIATE MICROECON THEORY,3.0
CHINA,Wuhan University,ECON 021,INTERMEDIATE MICROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,4.0
CHINA,Zhongnan Univ of Econ & Law,"ECON 04
AND ECON 02","INTERMEDIATE MICROECONOMICS(2)
AND INTERMEDIATE MICROECONOMICS(2)",ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
California,Claremont Mckenna,ECON 101,INTERM MICROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,4.0
California,Harvey Mudd College,ECON 101,INTERM MICROECONOMIC THEORY,ECON 2010,MANAGERIAL ECONOMICS,3.0
California,Pitzer College,ECON 105,MICROECONOMIC THEORY,ECON 2010,MANAGERIAL ECONOMICS,4.0
California,Univ California-Santa Barbara,ECON 10A,MICROECON THEORY,ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
Colorado,Colorado College,EC 301,MICROECONOMICS THEORY II,ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
Connecticut,Univ of Connecticut,ECON 2201,INTERMED MICROECONOMIC THEORY,ECON 2010,INTERMEDIATE MICROECON THEORY,3.0
Florida,Florida International Univ.,ECO 2023,PRINCIPLES OF MICROECONOMICS,ECON 2010,INTERMEDIATE MICROECON THEORY,3.0
Maine,Colby College,EC 223,MICROECONOMICS THEORY,ECON 2010,MANAGERIAL ECONOMICS,4.0
Maine,Univ Maine Augusta,ECO 202,MICROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,3.0
Maine,Univ Southern Maine,ECO 302,INTERMEDIATE MICROECONOMICS,ECON 2010,INTERMEDIATE MICROECON THEORY,3.0
Maine,University Maine,ECO 202,MICROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,3.0
Minnesota,Anoka-Ramsey C C,ECON 2205,PRINCIPLES MACROECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,3.0
New York,Pace Univ NYC,ECO 230,INTERMEDIATE MACROECONOMICS,ECON 2010,INTERMEDIATE MICROECON THEORY,3.0
New York,SUNY at Stony Brook,ECO 303,INTERM MICROECONOMIC THEORY,ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
New York,St Lawrence Univ,ECON 251,INTERM. MICRO ECONOMICS,ECON 2010,MANAGERIAL ECONOMICS,4.0
North Carolina,Davidson College,ECO 202,INTERMED. MICROECONOMIC THEORY,ECON 2010,MANAGERIAL ECONOMICS,4.0
North Carolina,Duke University,ECON 55D,INTERMEDIATE ECONOMICS I,ECON 2010,MANAGERIAL ECONOMICS,4.0
Ohio,Kenyon College,ECON 201,MICROECONOMIC THEORY,ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
Pennsylvania,Lafayette College,"ECON 211
AND ECON 212","INTERM. MICROECONOMICS
AND INTERMEDIATE MACROECONOMICS",ECON 2010,MANAGERIAL ECONOMICS,4.0
Virginia,College of William and Mary,ECON 303,INTERM. MICROECONOMIC THEORY,ECON 2010,MANAGERIAL ECONOMICS,3.0
Washington,Shoreline Cmty Coll,ECON 201,MICRO ECONOMICS,ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
Washington,University of Washington,ECON 300,INTERMED MICRO ECON,ECON 2010,INTERMEDIATE MICROECON THEORY,4.0
