School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,Athabasca University,ACCT 250,ACCOUNTING,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,CMIS 245,MICROCOMP IN BUSINESS,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,ENTP 212,ENTREPRENEURSHIP,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,FNCE 249,PERSONAL FINANCE,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,ACCT 250,ACCOUNTING,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,CMIS 245,MICROCOMP IN BUSINESS,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,ENTP 212,ENTREPRENEURSHIP,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CANADA,Athabasca University,FNCE 249,PERSONAL FINANCE,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CHINA,China Agricultural University,MGMT 8,LOGISTICS & SUPPLY CHAIN MGMT,MGMT 2000,MANAGEMENT ELECTIVE,2.0
CHINA,Guangdong Univ. of Finance,MGTE 2,INTRO HUM RESOURCES MANAGEMENT,MGMT 2000,MANAGEMENT ELECTIVE,2.0
CHINA,Guangdong Univ. of Finance,MGTE 3,HUM RESOURCES STRATEGY & PLAN,MGMT 2000,MANAGEMENT ELECTIVE,2.0
CHINA,Guangdong Univ. of Finance,ORG 1,ORG BEHAVIOR (BILINGUAL),MGMT 2000,MANAGEMENT ELECTIVE,2.0
CHINA,Ocean University of China,MGMT 8,FINANCE,MGMT 2000,MANAGEMENT ELECTIVE,2.0
CHINA,Shenyang Normal University,GEN 2,CONSUMER BEHAVIOR,MGMT 2000,MANAGEMENT ELECTIVE,3.0
CHINA,Xiamen University,"MATH 3
AND MATH 2","PRINCIPLES OF STATISTICS
AND PROB AND MATH STATISTICS","MGMT 2000
AND MGMT 2100","MANAGEMENT ELECTIVE
AND STATISTICAL METHODS","3.0
AND 3.0"
CHINA,Zhejiang Univ. Finance & Econ,"MGMT 03
AND MGMT 01","FINANCIAL ANALYSIS
AND FUNDAMENTALS OF ENTREPRENEURSH",MGMT 2000,MANAGEMENT ELECTIVE,4.0
California,City Coll San Frnsco,INTR 162,SURVEY OF INTL BUSINESS,MGMT 2000,MANAGEMENT ELECTIVE,3.0
California,Foothill Coll,"ACTG 001B
AND ACTG 001A","FINANCIAL ACCOUNTING II
AND FINANCIAL ACCOUNTING I","MGMT 2000
AND MGMT 2300","MANAGEMENT ELECTIVE
AND ACCT FOR DECISION MAKING","4.0
AND 4.0"
California,Napa Valley College,"ACCT 125
AND ACCT 126","FINANCIAL ACCOUNTING
AND MANAGERIAL ACCOUNTING","MGMT 2000
AND MGMT 2300","MANAGEMENT ELECTIVE
AND ACCT FOR DECISION MAKING","4.0
AND 4.0"
California,San Jose State Univ,"BUS1 20
AND BUS1 21","FINANCIAL ACCOUNTING
AND MANAGERIAL ACCOUNTING","MGMT 2000
AND MGMT 2300","MANAGEMENT ELECTIVE
AND ACCT FOR DECISION MAKING","3.0
AND 3.0"
Connecticut,Fairfield University,AC 0011,INTRO TO FINANCIAL ACCOUNTING,MGMT 2000,MANAGEMENT ELECTIVE,3.0
Connecticut,Quinnipiac University,AC 211,FINANCIAL ACCOUNTING,MGMT 2000,MANAGEMENT ELECTIVE,3.0
Connecticut,Univ of Connecticut,"ACCT 200
AND ACCT 131","PRIN OF MANAGERIAL ACCOUNTING
AND PRINC OF FINANCIAL ACCOUNTING","MGMT 2000
AND MGMT 2300","MANAGEMENT ELECTIVE
AND ACCT FOR DECISION MAKING","3.0
AND 3.0"
Connecticut,Westrn Conn St Univ,ACC 201,FINANCIAL ACCOUNTING,MGMT 2000,MANAGEMENT ELECTIVE,3.0
Florida,Hillsborough C C,ACG 2071H,HONORS MANAGERIAL ACCOUNT,MGMT 2000,MANAGEMENT ELECTIVE,3.0
Florida,Miami-Dade Cc North,"ACG 2071L
AND ACG 2021
AND ACG 2021L
AND ACG 2071","MANAGERIAL ACCT LAB
AND FINANCIAL ACCOUNTING
AND FINANCIAL ACCT LAB
AND MANAGERIAL ACCOUNTING","MGMT 2000
AND MGMT 2300","MANAGEMENT ELECTIVE
AND ACCT FOR DECISION MAKING","1.0
AND 3.0"
GERMANY,Wissenschaftliche Hochschule U,MGMT 1,ORGANIZATIONAL CHANGE,MGMT 2000,MANAGEMENT ELECTIVE,2.0
GERMANY,Wissenschaftliche Hochschule U,MGMT 2,STATEGIC MANAGEMENT,MGMT 2000,MANAGEMENT ELECTIVE,2.0
