School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of Sydney,MATH 1001,DIFFERENTIAL EQUATIONS,MATH 1010,CALCULUS I,3.0
AUSTRALIA,University of Sydney,MATH 1021,CALCULUS OF ONE VARIABLE,MATH 1010,CALCULUS I,4.0
Alabama,Univ Alabama Tuscaloosa,MATH 125,CALCULUS I,MATH 1010,CALCULUS I,4.0
Alabama,Univ Of Montevallo,MATH 170,CALCULUS I,MATH 1010,CALCULUS I,4.0
Alaska,Univ. of Alaska Anchorage,"MATH A253
AND MATH A251
AND MATH A252","CALCULUS III
AND CALCULUS I
AND CALCULUS II","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
Alaska,Univ. of Alaska Fairbanks,MATH F200X,CALCULUS I,MATH 1010,CALCULUS I,4.0
Arizona,Arizona State Univ,MAT 265,CALCULUS FOR ENGINEERS I,MATH 1010,CALCULUS I,3.0
Arizona,Arizona State University Tempe,MAT 265,CALCULUS FOR ENGINEERS I,MATH 1010,CALCULUS I,3.0
Arizona,Embry-Riddle Aero U,MA 241,CALCULUS & ANALYTICAL GEOM I,MATH 1010,CALCULUS I,4.0
Arizona,Maricopa Comm Coll,MAT 220,CALC/ANALYTIC GEOM I,MATH 1010,CALCULUS I,4.0
Arizona,Northern Arizona Univ,MAT 136,CALCULUS I,MATH 1010,CALCULUS I,4.0
Arizona,University of Arizona,"MATH 122B
AND MATH 122A","FIRST SEMESTER CALCULUS
AND FUNCTIONS OF CALCULUS",MATH 1010,CALCULUS I,4.0
Arizona,University of Arizona,MATH 125,CALCULUS I,MATH 1010,CALCULUS I,3.0
Arkansas,Arkansas Tech Univ,"MATH 2934
AND MATH 2914
AND MATH 2924","CALCULUS III
AND CALCULUS I
AND CALCULUS II","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
BANGLADESH,American Int'l Univ.Bangledesh,MAT 1102,DIFF CALC & COORD GEOMETRY,MATH 1010,CALCULUS I,3.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 1,HIGHER MATHEMATICS,"MATH 1020
AND MATH 1010","CALCULUS II
AND CALCULUS I","4.0
AND 4.0"
BELARUS,Yanka Kupala St. Univ. Grodno,"MATH 02
AND MATH 01","HIGHER MATHEMATICS
AND HIGHER MATHEMATICS",MATH 1010,CALCULUS I,4.0
