School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of Sydney,"MATH 1064
AND COMP 2022","DISCRETE MATHEMATICS FOR COMPU
AND PROGRAMMING LANGUAGES, LOG & M",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
CHINA,Xi'an Jiaotong-Liverpool Univ.,CPT 107,DISCRETE MATHEMATICS & STATIST,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
California,Irvine Valley Coll,"CS 6B
AND CS 6A","COMPUTER MATH II
AND COMPUTER MATH I",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
California,Santa Clara Univ,COEN 19,DISCRETE MATHEMATICS,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
California,Sierra College,CSCI 0026,DISCRETE STRUCTURES FOR CS,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,3.0
California,Univ Calif San Diego,"CSE 21
AND CSE 20","MATH/ALGORITHM & SYSTEMS ANALY
AND INTRO/DISCRETE MATHEMATICS",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
California,Univ Of San Diego,"MATH 160
AND COMP 370","LOGIC FOR MATH & COMP SCIENCE
AND AUTOMATA, COMPUTABILITY & FORM",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Illinois,DePaul University,"MAT 141
AND MAT 140","DISCRETE MATHEMATICS II
AND DISCRETE MATHEMATICS I",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Illinois,Illinois Inst of Technology,CS 330,DISCRETE STRUCTURES,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,3.0
Indiana,Earlham College,"CS 380
AND MATH 190","THEORY OF COMPUTATION
AND DISCRETE MATHEMATICS",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Maine,Univ Southern Maine,COS 280,DISCRETE MATHEMATICS II,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Maryland,Johns Hopkins Univ.,MATH 601.230,MATHEMATICAL FOUNDATIONS FOR C,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Maryland,U. of  Maryland College Park,CMSC 250,DISCRETE STRUCTURES,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Massachusetts,Boston University,CAS MA293S,DISCRETE MATH,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Massachusetts,Boston University,CS 248,DISCRETE MATH,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,
Massachusetts,Boston University,MA 293,DISCRETE MATHEMATICS,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Massachusetts,Clark Univ,MATH 114,DISCRETE MATHEMATICS,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Massachusetts,Simons Rock Clg Bard,CMPT 252,DISCRETE MATH FOR COMP SCI,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,3.0
Massachusetts,Wentworth Inst Tech,MATH 2300,DISCRETE MATH,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Michigan,Eastern Michigan University,COSC 314,COMPUTATIONAL DISCRETE STRUCTS,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
Michigan,Western Mich Univ,"ECE 2500
AND CS 1310","DIGITAL LOGIC
AND FOUNDATIONS OF COMPUTER SCI",CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
New Hampshire,Univ New Hampshire,CS 659,INTRO TO THEORY OF COMPUTATION,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
New Jersey,Bergen Cmty Coll,CIS 288,DISCRETE MATH CS,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
New Jersey,Coll Of New Jersey,CSC 270,DISCRETE STRUCTURES,CSCI 2200,FOUNDATIONS OF COMPUTER SCI,4.0
