School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Auburn University,MATH 2630,CALCULUS III,MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
BANGLADESH,American Int'l Univ.Bangledesh,MAT 2101,"COMPLEX VAR, LAPLACE/Z-TRANSF",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,3.0
BRAZIL,Universidade Fed. de Pernam.,"MA 046
AND MA 128","LINEAR ALGEBRA 1
AND INTEG & DIFFERENTIAL CALC 3",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
BRAZIL,Universidade de Fortaleza,"N 113
AND N 103","LINEAR ALGEBRA
AND CALCULUS III",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
CANADA,McGill University,"MATH 133
AND MATH 141
AND MATH 262
AND MATH 264","LINEAR ALGEBRA & GEOMETRY
AND CALCULUS 2
AND INTERMEDIATE CALCULUS
AND ADV. CALCULUS FOR ENGINEERS","MATH 2010
AND MATH 1020","MULTIVAR CALC & MATRIX ALGEBRA
AND CALCULUS II","4.0
AND 4.0"
CANADA,McGill University,"MATH 314
AND MATH 134","ADVANCED CALCULUS
AND ENRICHED LINEAR ALGEBRA & GEOM",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
CANADA,McGill University,"MATH 133
AND MATH 141
AND MATH 262
AND MATH 264","LINEAR ALGEBRA & GEOMETRY
AND CALCULUS 2
AND INTERMEDIATE CALCULUS
AND ADV. CALCULUS FOR ENGINEERS","MATH 2010
AND MATH 1020","MULTIVAR CALC & MATRIX ALGEBRA
AND CALCULUS II","4.0
AND 4.0"
CANADA,McGill University,"MATH 314
AND MATH 134","ADVANCED CALCULUS
AND ENRICHED LINEAR ALGEBRA & GEOM",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
CANADA,University of Alberta,"MATH 215
AND MATH 125","INTERMEDIATE CALCULUS II
AND LINEAR ALGEBRA I",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
CANADA,University of Alberta,"MATH 215
AND MATH 125","INTERMEDIATE CALCULUS II
AND LINEAR ALGEBRA I",MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,4.0
CANADA,University of Toronto,MIE 230H1,ENGINEERING ANALYSIS,MATH 2010,MULTIVAR CALC & MATRIX ALGEBRA,3.0
