School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,University of Arizona,MATH 322,MATH ANALYSIS ENGINEERS,MATH 2000,MATHEMATICS ELECTIVE,3.0
BRAZIL,Universidade Fed. de Pernam.,MA 326,COMPLEX ANALYSIS 1,MATH 2000,MATHEMATICS ELECTIVE,4.0
CHINA,China Agricultural University,CAU 11310026,ADVANCED ALGEBRA (II),MATH 2000,MATHEMATICS ELECTIVE,4.0
CHINA,China Agricultural University,CAU 11310027,ANALYTIC GEOMETRY,MATH 2000,MATHEMATICS ELECTIVE,3.0
CHINA,China Agricultural University,CAU 21310001,PROB THEORY & MATH STATS,MATH 2000,MATHEMATICS ELECTIVE,3.0
CHINA,Dalian Univ. of Tech.,DU 101203,MATHEMATICAL ANALYSIS 1 & 2,"MATH 2000
AND MATH 1020
AND MATH 1010","MATHEMATICS ELECTIVE
AND CALCULUS II
AND CALCULUS I","3.0
AND 4.0
AND 4.0"
CHINA,Guangdong University of Tech.,MATH 5,FUNCT OF COMPLEX VAR & INTE TR,MATH 2000,MATHEMATICS ELECTIVE,3.0
CHINA,Minzu University of China,MINZU LINE,LINEAR ALGEBRA,"MATH 2000
AND MATH 2012","MATHEMATICS ELECTIVE
AND MATRIX ALGEBRA","1.0
AND 2.0"
CHINA,Nankai University,MATH 8,COMPLEX ANALYSIS,MATH 2000,MATHEMATICS ELECTIVE,2.0
CHINA,Northeastern Univ. of China,CSCI 5,COMPLEX ANALYSIS & INTEGRAL TR,MATH 2000,MATHEMATICS ELECTIVE,2.0
CHINA,Northeastern Univ. of China,"MATH 10
AND MATH 3
AND MATH 6
AND MATH 8","PROBABILITY THEORY
AND ANALYTICAL GEOMETRY
AND ORDINARY DIFFERENTIAL EQUATION
AND NUMERICAL ANALYSIS I","MATH 2000
AND MATP 4600
AND MATH 4800
AND MATH 2400","MATHEMATICS ELECTIVE
AND PROB THEORY & APPLICATIO
AND NUMERICAL COMPUTING
AND INTRO DIFF EQUATIONS","2.0
AND 4.0
AND 4.0
AND 4.0"
CHINA,Shanghai Maritime University,MATH 2,COMPLEX FUNC/INTEGRAL TRANS,MATH 2000,MATHEMATICS ELECTIVE,3.0
CHINA,Shanghai Univ. of Eng.Science,MATH 5,ENGINEERING MATHEMATICS,MATH 2000,MATHEMATICS ELECTIVE,3.0
CHINA,Southwest Jiaotong University,MATH 3,COMP. FUNCTION & INTEG TRANSFO,MATH 2000,MATHEMATICS ELECTIVE,2.0
CHINA,Univ. Elec Sci & Tech of China,MATH 16,FUNCTION OF COMPLEX VARIABLES,MATH 2000,MATHEMATICS ELECTIVE,2.0
CHINA,Univ. Elec Sci & Tech of China,MATH 19,MATHEMATICAL HISTORY,MATH 2000,MATHEMATICS ELECTIVE,1.0
CHINA,Univ. Elec Sci & Tech of China,MATH 9,SYMBOLIC COMPUTATION SYSTEM,MATH 2000,MATHEMATICS ELECTIVE,2.0
CHINA,Zhongnan Univ of Econ & Law,MATH 02,MATHEMATICS ANALYSIS (II),"MATH 4210
AND MATH 2000
AND MATH 2011","MATH ANALYSIS II
AND MATHEMATICS ELECTIVE
AND MULTIVARIABLE CALCULUS","4.0
AND 2.0
AND 2.0"
California,American River Coll,MATH 420,DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,4.0
California,Bakersfield Coll,MATH 6D,ORD. DIFF. EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
California,Calif Institute Tech,"ACM 095C
AND ACM 095A
AND ACM 095B","INTRO METH OF APPLIED MATH
AND INTRO METHODS OF APPLIED MATH
AND INTRO METH OF APPLIED MATH","MATH 2000
AND MATH 2010","MATHEMATICS ELECTIVE
AND MULTIVAR CALC & MATRIX ALGEBRA","4.0
AND 4.0"
California,Harvey Mudd College,MATH 013,DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
California,Skyline College,MATH 275,ORD DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
California,Univ of California Los Angeles,MATH 33A,LINEAR ALGEBRA & APPLICATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Colorado,Univ Nthrn Colorado,MATH 341,INTRO MODERN GEOMETRY I,MATH 2000,MATHEMATICS ELECTIVE,3.0
Connecticut,Connecticut College,"MAT 114
AND MAT 225
AND MAT 226","CALCULUS IIB
AND ORDINARY DIFF EQUATIONS
AND LINEAR ALGEBRA","MATH 2000
AND MATH 1020","MATHEMATICS ELECTIVE
AND CALCULUS II","4.0
AND 4.0"
Connecticut,Fairfield University,MA 0228,CALCULUS IV,MATH 2000,MATHEMATICS ELECTIVE,3.0
Connecticut,Fairfield University,MA 0321,ORD. DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
DENMARK,Technical Univ. of Denmark,01410 01410,CRYTOLOGY 1,MATH 2000,MATHEMATICS ELECTIVE,3.0
DENMARK,Technical Univ. of Denmark,02232 02232,APPLIED CRYPTOGRAPHY,MATH 2000,MATHEMATICS ELECTIVE,3.0
Delaware,Wesley College,MA 201,INTO TO STATISTICAL METHODS,MATH 2000,MATHEMATICS ELECTIVE,4.0
Delaware,Wesley College,MA 230,FINITE MATHEMATICS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Florida,Embry-Riddle Aero Un,MA 441,ADV ENGINEERING MATH,MATH 2000,MATHEMATICS ELECTIVE,3.0
Florida,Florida Atlantic Unv,MAA 4200,MODERN ANALYSIS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Florida,Florida Atlantic Unv,MAA 4402,INTRO COMPLEX ANALYSIS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Florida,Hillsborough C C,MAP 2302,DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Florida,Miami-Dade Cc South,MAP 2302,INTRO DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Florida,Univ West Florida,MHP 3202,SET THEORY/MATH LOGIC,MATH 2000,MATHEMATICS ELECTIVE,3.0
Georgia,Mercer Univ Macon,MAT 260,INTRO ABSTRACT MATHEMATICS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Georgia,Morehouse College,HMTH 255,SET THEORY,MATH 2000,MATHEMATICS ELECTIVE,3.0
Georgia,Morehouse College,HPHY 369,VECTOR AND TENSOR ANALYSIS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Georgia,Spelman College,SMAT 233,FOUNDATIONS OF MATHEMATICS,MATH 2000,MATHEMATICS ELECTIVE,4.0
Georgia,Spelman College,"SMAT 324
AND SMAT 214","CALCULUS III
AND LINEAR ALGEBRA & APPLICATIONS","MATH 2000
AND MATH 2010","MATHEMATICS ELECTIVE
AND MULTIVAR CALC & MATRIX ALGEBRA","4.0
AND 4.0"
Georgia,Spelman College,SMAT 463,REAL VARIABLES I,MATH 2000,MATHEMATICS ELECTIVE,4.0
Georgia,Spelman College,SMAT 464,REL. VARIABLES II,MATH 2000,MATHEMATICS ELECTIVE,4.0
ITALY,Politecnico Di Torino,MATH 04,MATH ANALYSIS 1,"MATH 2000
AND MATH 1020
AND MATH 1010","MATHEMATICS ELECTIVE
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
Illinois,Southwestern Illinois College,MATH 290,DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
Indiana,Purdue Univ W Lafyte,MA 265,LINEAR ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,3.0
Iowa,Grinnell College,MAT 222,GEOMETRY,MATH 2000,MATHEMATICS ELECTIVE,4.0
KAZAKHSTAN,Kazakh Nat'l Univ./al-Farabi,MATH 4,THEORY OF FUNC. COMPLEX VAR.,MATH 2000,MATHEMATICS ELECTIVE,3.0
Maine,Bates College,MATH 301,REAL ANALYSIS,MATH 2000,MATHEMATICS ELECTIVE,4.0
Maine,Bates College,MATH 309,ABSTRACT ALGEBRA I,MATH 2000,MATHEMATICS ELECTIVE,4.0
Maine,Bates College,MATH 495L,FUND. THEOREM ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,4.0
Maine,Bates College,MATH S21,INTRO TO ABSTRACTION,MATH 2000,MATHEMATICS ELECTIVE,4.0
Maine,University Maine,MAT 258,INT DIFF EQ W/LINEAR ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,4.0
Maryland,Johns Hopkins Univ.,MATH 110.202,CALCULUS III,"MATH 2000
AND MATH 2011","MATHEMATICS ELECTIVE
AND MULTIVARIABLE CALCULUS","1.0
AND 2.0"
Massachusetts,Boston Coll,MT 305,ADV CALCULUS (SCI MAJORS),MATH 2000,MATHEMATICS ELECTIVE,4.0
Massachusetts,Boston University,MA 294,ABSTRACT ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,4.0
Massachusetts,Brandeis Univ,"MATH 20A
AND MATH 15A","CALCULUS OF SEVERAL VARIABLES
AND APPLIED LINEAR ALGEBRA","MATH 2000
AND MATH 2010","MATHEMATICS ELECTIVE
AND MULTIVAR CALC & MATRIX ALGEBRA","4.0
AND 4.0"
Massachusetts,Holyoke Cmty College,MTH 230,DISCRETE MATH,MATH 2000,MATHEMATICS ELECTIVE,3.0
Massachusetts,Springfield Tech C C,MATH 439,LINEAR ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,3.0
Michigan,Michigan Tech,MA 2320,ELEM. LINEAR ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,2.0
Missouri,St Louis Cc Florisant Valley,MTH 240,DIFFERENTIAL EQUATIONS,MATH 2000,MATHEMATICS ELECTIVE,3.0
New Hampshire,New Hampshire Tec In,MATH 215C,MATHEMATICAL PROOFS,MATH 2000,MATHEMATICS ELECTIVE,4.0
New Hampshire,New Hampshire Tec In,MT 251,STATISTICS,MATH 2000,MATHEMATICS ELECTIVE,4.0
New Hampshire,Univ New Hampshire,MATH 531,MATHEMATICAL PROOF,MATH 2000,MATHEMATICS ELECTIVE,4.0
New Jersey,Gloucester Co Coll,MAT 202,LINEAR ALGEBRA,MATH 2000,MATHEMATICS ELECTIVE,3.0
New Jersey,Rutgers Univ. New Brunswick,640 351,INTRO MOD ALGEBRA I,"WRIT 1000
None MATH 2000","WRITING ELECTIVE
None MATHEMATICS ELECTIVE","3.0
None 3.0"
New York,Bard College,MATH 261,PROOFS AND FUNDAMENTALS,MATH 2000,MATHEMATICS ELECTIVE,4.0
